feature,mean_abs_shap,importance_pct,domain
pct_disability_limited,0.27533067256891486,21.514169250355135,4_Demographics_Vulnerability
gas_grid_disconnection_pct,0.1693821562033635,13.235417407543418,3_Deprivation_Economics
imd_2019_score,0.16509534293067862,12.90044845754339,3_Deprivation_Economics
overcrowded_bedrooms_pct,0.14710569133797693,11.494748157212952,6_Housing
cohabiting_household_pct,0.06813414839765916,5.323960409783811,4_Demographics_Vulnerability
overcrowded_1_bedroom_pct,0.05494627530955969,4.293468125642968,6_Housing
pct_social_grade_de,0.0528366918058776,4.128626569406208,3_Deprivation_Economics
overcrowded_2plus_bedrooms_pct,0.049848270240123144,3.895113148045716,6_Housing
cohabiting_dependent_children_pct,0.047823839761932725,3.7369253967973894,4_Demographics_Vulnerability
other_household_types_pct,0.04043445979040729,3.1595237950096653,4_Demographics_Vulnerability
one_person_other_pct,0.03179779651288767,2.4846602435672605,4_Demographics_Vulnerability
hosp_car_time,0.017680742806810288,1.3815623579770446,2_Geography_Accessibility
imd_2025_decile,0.01656119752426759,1.2940817788344083,3_Deprivation_Economics
married_dependent_children_pct,0.012753964329736571,0.9965869208933309,4_Demographics_Vulnerability
fuel_poverty_pct,0.012151326637503693,0.9494971826292572,3_Deprivation_Economics
other_households_dependent_children_pct,0.01198989126824093,0.9368827222609039,4_Demographics_Vulnerability
married_no_children_pct,0.01142323719760548,0.8926047220355482,4_Demographics_Vulnerability
one_person_household_pct,0.009227553707947287,0.7210353659010874,4_Demographics_Vulnerability
pct_no_qualifications,0.009027822792199476,0.7054285151066075,4_Demographics_Vulnerability
shared_ownership_pct,0.008421149187882856,0.6580234131569734,6_Housing
underoccupied_1_bedroom_pct,0.008327964477250814,0.6507420172362871,6_Housing
pension_credit_rate,0.007988087738875167,0.6241842581408412,3_Deprivation_Economics
lone_parent_pct,0.0073210295462064244,0.5720607416324535,4_Demographics_Vulnerability
is_rural,0.006073385249240006,0.47457058436544086,2_Geography_Accessibility
avg_download_speed,0.0056610621260492575,0.44235190936133123,2_Geography_Accessibility
unemployment_rate,0.00486066014560495,0.3798089913677389,3_Deprivation_Economics
hosp_pt_time,0.004794121934738433,0.3746097365341178,2_Geography_Accessibility
pensioner_couple_household_pct,0.0025309897172923136,0.19776997833434642,4_Demographics_Vulnerability
one_person_household_pct,0.0024772588106815943,0.193571478370603,4_Demographics_Vulnerability
gp_pt_time,0.001988961141271853,0.15541619909780183,2_Geography_Accessibility
social_rented_pct,0.0019009731028634704,0.1485408679454004,6_Housing
underoccupied_2plus_bedrooms_pct,0.0017551226784945479,0.13714420557635862,6_Housing
one_person_aged_66_plus_pct,0.001746134067634285,0.13644184105747315,4_Demographics_Vulnerability
lone_parent_dependent_children_pct,0.0017359826462880468,0.13564861524308455,4_Demographics_Vulnerability
occupancy_balanced_pct,0.0017121105646169129,0.13378326547787625,6_Housing
private_rented_pct,0.0016835482419552234,0.13155142316915913,6_Housing
rent_free_pct,0.0015194212031054922,0.11872663739637564,6_Housing
lone_parent_pct,0.0010255646378275532,0.08013698942270413,4_Demographics_Vulnerability
owner_occupied_pct,0.0010023474898991386,0.07832281577694943,6_Housing
pct_aged_65_plus,0.0006652886987496175,0.051985249342916,4_Demographics_Vulnerability
qof_mh021_pct,0.0004251510544194594,0.03322104165295195,5_Other
gp_car_time,0.0004229193941933126,0.03304666109677693,2_Geography_Accessibility
qof_mh002_pct,0.00016057419435182546,0.012547168690985221,5_Other
no_car_pct,1.3480833200042524e-05,0.0010533840069305307,2_Geography_Accessibility
isolation_normalized,0.0,0.0,2_Geography_Accessibility
isolation_scale,0.0,0.0,2_Geography_Accessibility
qof_dep_pca_pct,0.0,0.0,5_Other
qof_dep004_pct,0.0,0.0,5_Other
qof_mh_pca_pct,0.0,0.0,5_Other
