feature,mean_abs_shap,importance_pct,domain
lag_1,0.10780384645603305,21.571513353388376,1_Temporal_History
decile_lag_1,0.09219049857784825,18.447287703585385,1_Temporal_History
rolling_mean_3yr,0.0769196608533693,15.391598220136633,1_Temporal_History
spatial_lag_1,0.06743550764824223,13.493822359296459,2_Geography_Accessibility
rolling_max_3yr,0.051403774065418135,10.285877870962286,1_Temporal_History
rolling_min_3yr,0.03463084132644788,6.929619681216279,1_Temporal_History
lag_2,0.028918474815767446,5.786577067102805,1_Temporal_History
lag_3,0.010834898186007368,2.168059476406386,1_Temporal_History
pct_disability_limited,0.0052265059973113275,1.0458220890898113,4_Demographics_Vulnerability
lad_mean_samhi_lag_1,0.003240160459835397,0.6483550163023772,2_Geography_Accessibility
pct_no_qualifications,0.0015224258755406972,0.30463690474313543,4_Demographics_Vulnerability
overcrowded_bedrooms_pct,0.001281906510300093,0.25650906079693425,6_Housing
pct_social_grade_de,0.0012798771637439934,0.2561029892348086,3_Deprivation_Economics
private_rented_pct,0.001204557198992567,0.24103148966568344,6_Housing
overcrowded_1_bedroom_pct,0.0011643130106380247,0.23297864113545644,6_Housing
married_dependent_children_pct,0.001161415796773948,0.23239890961741605,4_Demographics_Vulnerability
imd_2025_decile,0.0011266297405039289,0.22543823147828787,3_Deprivation_Economics
other_household_types_pct,0.0010789083082589435,0.21588918896489886,4_Demographics_Vulnerability
cohabiting_dependent_children_pct,0.0009319877014858017,0.1864904250517084,4_Demographics_Vulnerability
delta_1,0.0008965176205424321,0.17939287380591196,1_Temporal_History
spatial_delta_1,0.0008665164523637421,0.17338965016168137,2_Geography_Accessibility
imd_2019_score,0.0008030260594504381,0.16068524393161437,3_Deprivation_Economics
underoccupied_1_bedroom_pct,0.0007234186026121257,0.14475581864049256,6_Housing
overcrowded_2plus_bedrooms_pct,0.0006195813575627446,0.12397802089210407,6_Housing
pct_aged_65_plus,0.0005449448581169705,0.10904328250035923,4_Demographics_Vulnerability
one_person_aged_66_plus_pct,0.00047513898479259535,0.09507515076791838,4_Demographics_Vulnerability
social_rented_pct,0.00044697040810962865,0.08943862806452503,6_Housing
underoccupied_2plus_bedrooms_pct,0.00035394814788311903,0.07082490513528886,6_Housing
other_households_dependent_children_pct,0.00035191190691579084,0.0704174540037993,4_Demographics_Vulnerability
pensioner_couple_household_pct,0.0003286609122524144,0.06576493780563986,4_Demographics_Vulnerability
occupancy_balanced_pct,0.00031006973833262155,0.062044850168233176,6_Housing
one_person_household_pct,0.00027993801235579475,0.05601550195258438,4_Demographics_Vulnerability
cohabiting_household_pct,0.0002692085410354059,0.05386853835646667,4_Demographics_Vulnerability
one_person_household_pct,0.0002575100553537591,0.051527675313152284,4_Demographics_Vulnerability
gas_grid_disconnection_pct,0.00025647602024174643,0.0513207652356371,3_Deprivation_Economics
acceleration,0.00023794932420215508,0.04761357960033413,1_Temporal_History
rolling_std_3yr,0.0002318957272072042,0.04640225688128929,1_Temporal_History
owner_occupied_pct,0.0002298108242928354,0.04598506851059263,6_Housing
lone_parent_pct,0.00019139269193859803,0.03829761317077164,4_Demographics_Vulnerability
lone_parent_pct,0.00016787820571891705,0.03359237240097415,4_Demographics_Vulnerability
pension_credit_rate,0.00016364738150669784,0.03274578590160516,3_Deprivation_Economics
delta_2,0.00015976156348517805,0.031968235024751816,1_Temporal_History
lone_parent_dependent_children_pct,0.000155445763261824,0.0311046448541858,4_Demographics_Vulnerability
married_no_children_pct,0.00014797922453508276,0.029610592970673658,4_Demographics_Vulnerability
one_person_other_pct,0.00013268464874350447,0.026550153507996412,4_Demographics_Vulnerability
avg_download_speed,0.00012024236062531554,0.024060455847740084,2_Geography_Accessibility
hosp_pt_time,9.47312333549551e-05,0.018955687876432013,2_Geography_Accessibility
fuel_poverty_pct,8.930843493299184e-05,0.017870587739306363,3_Deprivation_Economics
unemployment_rate,7.485769144780154e-05,0.014978998836824051,3_Deprivation_Economics
hosp_car_time,6.85398983574436e-05,0.013714810568104125,2_Geography_Accessibility
rent_free_pct,6.53557874137231e-05,0.013077671041091518,6_Housing
shared_ownership_pct,6.141194313272423e-05,0.012288509129267263,6_Housing
gp_pt_time,5.982377476703446e-05,0.011970717174395983,2_Geography_Accessibility
is_rural,5.9390407534365885e-05,0.011884000537153881,2_Geography_Accessibility
gp_car_time,5.040000015705298e-05,0.01008502305010102,2_Geography_Accessibility
no_car_pct,2.63409552034932e-05,0.0052708162611331336,2_Geography_Accessibility
qof_mh002_pct,1.4476308649435322e-05,0.002896704483234046,5_Other
qof_mh021_pct,7.614903984086114e-06,0.00152373972151799,5_Other
isolation_normalized,0.0,0.0,2_Geography_Accessibility
isolation_scale,0.0,0.0,2_Geography_Accessibility
qof_dep_pca_pct,0.0,0.0,5_Other
qof_dep004_pct,0.0,0.0,5_Other
qof_mh_pca_pct,0.0,0.0,5_Other
